ubigeo,departamento_folder,dpto,prov,dist,urbano_pdf,rustico_pdf,urb_min_soles_m2,urb_max_soles_m2,rus_min_soles_ha,rus_max_soles_ha
200403,20_PIURA,PIURA,MORROPON,CHALACO,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200403_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200403_RUSTICO2026.pdf,6.0,34.0,1130.0,23532.0
200404,20_PIURA,PIURA,MORROPON,LA MATANZA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200404_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200404_RUSTICO2026.pdf,11.95,55.0,,
200405,20_PIURA,PIURA,MORROPON,MORROPON,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200405_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200405_RUSTICO2026.pdf,11.73,51.0,,
200406,20_PIURA,PIURA,MORROPON,SALITRAL,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200406_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200406_RUSTICO2026.pdf,8.72,36.0,,
200407,20_PIURA,PIURA,MORROPON,SAN JUAN DE BIGOTE,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200407_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200407_RUSTICO2026.pdf,8.61,34.0,,
200408,20_PIURA,PIURA,MORROPON,SANTA CATALINA DE MOSSA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200408_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200408_RUSTICO2026.pdf,11.0,37.0,,
200409,20_PIURA,PIURA,MORROPON,SANTO DOMINGO,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200409_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200409_RUSTICO2026.pdf,6.0,32.0,1130.0,23532.0
200410,20_PIURA,PIURA,MORROPON,YAMANGO,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200410_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200410_RUSTICO2026.pdf,6.0,34.0,1130.0,23532.0
200501,20_PIURA,PIURA,PAITA,PAITA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200501_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200501_RUSTICO2026.pdf,13.0,67.0,,
200502,20_PIURA,PIURA,PAITA,AMOTAPE,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200502_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200502_RUSTICO2026.pdf,11.64,49.0,,
200503,20_PIURA,PIURA,PAITA,ARENAL,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200503_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200503_RUSTICO2026.pdf,10.95,43.0,,
200504,20_PIURA,PIURA,PAITA,COLAN,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200504_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200504_RUSTICO2026.pdf,12.0,49.0,,
200505,20_PIURA,PIURA,PAITA,LA HUACA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200505_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200505_RUSTICO2026.pdf,13.0,63.0,,
200506,20_PIURA,PIURA,PAITA,TAMARINDO,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200506_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200506_RUSTICO2026.pdf,12.0,62.0,,
200507,20_PIURA,PIURA,PAITA,VICHAYAL,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200507_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200507_RUSTICO2026.pdf,11.0,52.0,,
200601,20_PIURA,PIURA,SULLANA,SULLANA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200601_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200601_RUSTICO2026.pdf,15.0,72.0,,
200602,20_PIURA,PIURA,SULLANA,BELLAVISTA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200602_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200602_RUSTICO2026.pdf,15.0,72.0,,
200603,20_PIURA,PIURA,SULLANA,IGNACIO ESCUDERO,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200603_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200603_RUSTICO2026.pdf,15.53,81.0,,
200604,20_PIURA,PIURA,SULLANA,LANCONES,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200604_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200604_RUSTICO2026.pdf,14.0,50.0,,
200605,20_PIURA,PIURA,SULLANA,MARCAVELICA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200605_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200605_RUSTICO2026.pdf,15.65,83.0,,
200606,20_PIURA,PIURA,SULLANA,MIGUEL CHECA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200606_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200606_RUSTICO2026.pdf,14.0,54.0,,
200607,20_PIURA,PIURA,SULLANA,QUERECOTILLO,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200607_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200607_RUSTICO2026.pdf,15.0,70.0,,
200608,20_PIURA,PIURA,SULLANA,SALITRAL,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200608_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200608_RUSTICO2026.pdf,15.0,70.0,,
200701,20_PIURA,PIURA,TALARA,PARIÑAS,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200701_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200701_RUSTICO2026.pdf,8.0,61.0,,
200702,20_PIURA,PIURA,TALARA,EL ALTO,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200702_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200702_RUSTICO2026.pdf,7.79,56.0,,
200703,20_PIURA,PIURA,TALARA,LA BREA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200703_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200703_RUSTICO2026.pdf,7.55,51.0,,
200704,20_PIURA,PIURA,TALARA,LOBITOS,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200704_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200704_RUSTICO2026.pdf,7.0,48.0,,
200705,20_PIURA,PIURA,TALARA,LOS ORGANOS,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200705_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200705_RUSTICO2026.pdf,8.0,65.0,,
200706,20_PIURA,PIURA,TALARA,MANCORA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200706_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200706_RUSTICO2026.pdf,7.69,54.0,,
200801,20_PIURA,PIURA,SECHURA,SECHURA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200801_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200801_RUSTICO2026.pdf,13.92,79.0,,
200802,20_PIURA,PIURA,SECHURA,BELLAVISTA DE LA UNION,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200802_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200802_RUSTICO2026.pdf,13.0,65.0,,
200803,20_PIURA,PIURA,SECHURA,BERNAL,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200803_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200803_RUSTICO2026.pdf,13.81,77.0,,
200804,20_PIURA,PIURA,SECHURA,CRISTO NOS VALGA,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200804_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200804_RUSTICO2026.pdf,13.81,77.0,,
200805,20_PIURA,PIURA,SECHURA,VICE,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200805_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200805_RUSTICO2026.pdf,13.55,72.0,,
200806,20_PIURA,PIURA,SECHURA,RINCONADA LLICUAR,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\URBANO\200806_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\20_PIURA\RUSTICO\200806_RUSTICO2026.pdf,13.0,62.0,,
210101,21_PUNO,PUNO,PUNO,PUNO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210101_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210101_RUSTICO2026.pdf,8.0,54.0,1117.0,23270.0
210102,21_PUNO,PUNO,PUNO,ACORA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210102_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210102_RUSTICO2026.pdf,6.8,39.0,1012.0,21089.0
210103,21_PUNO,PUNO,PUNO,AMANTANI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210103_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210103_RUSTICO2026.pdf,5.0,20.0,1178.0,19628.0
210104,21_PUNO,PUNO,PUNO,ATUNCOLLA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210104_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210104_RUSTICO2026.pdf,7.0,42.0,1117.0,23270.0
210105,21_PUNO,PUNO,PUNO,CAPACHICA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210105_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210105_RUSTICO2026.pdf,6.0,31.0,1178.0,19628.0
210106,21_PUNO,PUNO,PUNO,CHUCUITO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210106_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210106_RUSTICO2026.pdf,6.0,32.0,1012.0,21089.0
210107,21_PUNO,PUNO,PUNO,COATA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210107_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210107_RUSTICO2026.pdf,5.89,28.0,1178.0,19628.0
210108,21_PUNO,PUNO,PUNO,HUATA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210108_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210108_RUSTICO2026.pdf,5.85,27.0,1178.0,19628.0
210109,21_PUNO,PUNO,PUNO,MAÑAZO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210109_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210109_RUSTICO2026.pdf,6.84,39.0,1012.0,21089.0
210110,21_PUNO,PUNO,PUNO,PAUCARCOLLA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210110_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210110_RUSTICO2026.pdf,7.0,34.0,1117.0,23270.0
210111,21_PUNO,PUNO,PUNO,PICHACANI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210111_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210111_RUSTICO2026.pdf,6.0,34.0,1178.0,19628.0
210112,21_PUNO,PUNO,PUNO,PLATERIA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210112_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210112_RUSTICO2026.pdf,6.5,33.0,1012.0,21089.0
210113,21_PUNO,PUNO,PUNO,SAN ANTONIO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210113_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210113_RUSTICO2026.pdf,6.0,33.0,1178.0,19628.0
210114,21_PUNO,PUNO,PUNO,TIQUILLACA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210114_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210114_RUSTICO2026.pdf,6.0,31.0,1012.0,21089.0
210115,21_PUNO,PUNO,PUNO,VILQUE,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210115_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210115_RUSTICO2026.pdf,6.6,35.0,1012.0,21089.0
210201,21_PUNO,PUNO,AZANGARO,AZANGARO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210201_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210201_RUSTICO2026.pdf,6.0,35.0,1147.0,19124.0
210202,21_PUNO,PUNO,AZANGARO,ACHAYA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210202_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210202_RUSTICO2026.pdf,5.0,20.0,1059.0,17648.0
210203,21_PUNO,PUNO,AZANGARO,ARAPA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210203_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210203_RUSTICO2026.pdf,6.53,40.0,1191.0,19853.0
210204,21_PUNO,PUNO,AZANGARO,ASILLO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210204_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210204_RUSTICO2026.pdf,6.0,33.0,1147.0,19124.0
210205,21_PUNO,PUNO,AZANGARO,CAMINACA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210205_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210205_RUSTICO2026.pdf,5.97,29.0,1191.0,19853.0
210206,21_PUNO,PUNO,AZANGARO,CHUPA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210206_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210206_RUSTICO2026.pdf,6.0,34.0,1191.0,19853.0
210207,21_PUNO,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210207_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210207_RUSTICO2026.pdf,6.0,32.0,1147.0,19124.0
210208,21_PUNO,PUNO,AZANGARO,MUÑANI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210208_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210208_RUSTICO2026.pdf,5.87,27.0,1191.0,19853.0
210209,21_PUNO,PUNO,AZANGARO,POTONI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210209_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210209_RUSTICO2026.pdf,4.67,13.0,1059.0,17648.0
210210,21_PUNO,PUNO,AZANGARO,SAMAN,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210210_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210210_RUSTICO2026.pdf,6.0,30.0,1191.0,19853.0
210211,21_PUNO,PUNO,AZANGARO,SAN ANTON,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210211_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210211_RUSTICO2026.pdf,5.0,25.0,1059.0,17648.0
210212,21_PUNO,PUNO,AZANGARO,SAN JOSE,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210212_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210212_RUSTICO2026.pdf,6.0,31.0,1191.0,19853.0
210213,21_PUNO,PUNO,AZANGARO,SAN JUAN DE SALINAS,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210213_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210213_RUSTICO2026.pdf,5.66,22.0,1191.0,19853.0
210214,21_PUNO,PUNO,AZANGARO,SANTIAGO DE PUPUJA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210214_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210214_RUSTICO2026.pdf,5.67,26.0,1147.0,19124.0
210215,21_PUNO,PUNO,AZANGARO,TIRAPATA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210215_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210215_RUSTICO2026.pdf,6.0,34.0,1147.0,19124.0
210301,21_PUNO,PUNO,CARABAYA,MACUSANI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210301_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210301_RUSTICO2026.pdf,4.0,31.0,1148.0,12751.0
210302,21_PUNO,PUNO,CARABAYA,AJOYANI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210302_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210302_RUSTICO2026.pdf,5.0,23.0,1015.0,16913.0
210303,21_PUNO,PUNO,CARABAYA,AYAPATA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210303_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210303_RUSTICO2026.pdf,6.0,49.0,1015.0,16913.0
210304,21_PUNO,PUNO,CARABAYA,COASA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210304_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210304_RUSTICO2026.pdf,1.0,20.0,1015.0,16913.0
210305,21_PUNO,PUNO,CARABAYA,CORANI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210305_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210305_RUSTICO2026.pdf,4.71,17.0,1015.0,16913.0
210306,21_PUNO,PUNO,CARABAYA,CRUCERO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210306_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210306_RUSTICO2026.pdf,5.0,29.0,1015.0,16913.0
210307,21_PUNO,PUNO,CARABAYA,ITUATA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210307_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210307_RUSTICO2026.pdf,1.0,14.0,1015.0,16913.0
210308,21_PUNO,PUNO,CARABAYA,OLLACHEA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210308_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210308_RUSTICO2026.pdf,8.76,76.0,1036.0,21574.0
210309,21_PUNO,PUNO,CARABAYA,SAN GABAN,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210309_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210309_RUSTICO2026.pdf,5.92,41.0,1015.0,16913.0
210310,21_PUNO,PUNO,CARABAYA,USICAYOS,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210310_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210310_RUSTICO2026.pdf,5.0,23.0,1015.0,16913.0
210401,21_PUNO,PUNO,CHUCUITO,JULI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210401_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210401_RUSTICO2026.pdf,6.0,34.0,1236.0,20600.0
210402,21_PUNO,PUNO,CHUCUITO,DESAGUADERO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210402_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210402_RUSTICO2026.pdf,6.76,41.0,1236.0,20600.0
210403,21_PUNO,PUNO,CHUCUITO,HUACULLANI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210403_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210403_RUSTICO2026.pdf,5.0,29.0,1059.0,17648.0
210404,21_PUNO,PUNO,CHUCUITO,KELLUYO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210404_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210404_RUSTICO2026.pdf,6.0,26.0,1236.0,20600.0
210405,21_PUNO,PUNO,CHUCUITO,PISACOMA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210405_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210405_RUSTICO2026.pdf,5.0,29.0,1059.0,17648.0
210406,21_PUNO,PUNO,CHUCUITO,POMATA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210406_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210406_RUSTICO2026.pdf,6.0,28.0,1236.0,20600.0
210407,21_PUNO,PUNO,CHUCUITO,ZEPITA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210407_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210407_RUSTICO2026.pdf,6.0,28.0,1236.0,20600.0
210501,21_PUNO,PUNO,EL COLLAO,ILAVE,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210501_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210501_RUSTICO2026.pdf,6.52,43.0,1148.0,19136.0
210502,21_PUNO,PUNO,EL COLLAO,CAPAZO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210502_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210502_RUSTICO2026.pdf,5.83,29.0,1148.0,19136.0
210503,21_PUNO,PUNO,EL COLLAO,PILCUYO,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210503_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210503_RUSTICO2026.pdf,5.77,28.0,1148.0,19136.0
210504,21_PUNO,PUNO,EL COLLAO,SANTA ROSA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210504_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210504_RUSTICO2026.pdf,6.0,41.0,1148.0,19136.0
210505,21_PUNO,PUNO,EL COLLAO,CONDURIRI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210505_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210505_RUSTICO2026.pdf,5.98,32.0,1148.0,19136.0
210601,21_PUNO,PUNO,HUANCANE,HUANCANE,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210601_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210601_RUSTICO2026.pdf,6.0,33.0,1191.0,19850.0
210602,21_PUNO,PUNO,HUANCANE,COJATA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210602_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210602_RUSTICO2026.pdf,5.0,26.0,1015.0,16911.0
210603,21_PUNO,PUNO,HUANCANE,HUATASANI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210603_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210603_RUSTICO2026.pdf,6.0,37.0,1191.0,19850.0
210604,21_PUNO,PUNO,HUANCANE,INCHUPALLA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210604_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210604_RUSTICO2026.pdf,5.86,40.0,1015.0,16911.0
210605,21_PUNO,PUNO,HUANCANE,PUSI,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210605_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210605_RUSTICO2026.pdf,5.0,27.0,1015.0,16911.0
210606,21_PUNO,PUNO,HUANCANE,ROSASPATA,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\URBANO\210606_URBANO2026.pdf,E:\2026\mef_scraper\mef_listados_pdfs\21_PUNO\RUSTICO\210606_RUSTICO2026.pdf,5.0,24.0,1015.0,16911.0
